----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #141 Criterion: 1367;
	Law #142 Criterion: 1283;
	Law #143 Criterion: 1301;
	Law #147 Criterion: 103;
	Law #148 Criterion: 757;
	Law #149 Criterion: 691;
	Law #151 Criterion: 557;
	Law #153 Criterion: 1433;
	Law #157 Criterion: 1063;
	Law #160 Criterion: 769;
	Law #161 Criterion: 1193;
	Law #162 Criterion: 337;
	Law #164 Criterion: 1543;
	Law #165 Criterion: 997;
	Law #168 Criterion: 263;
	Law #169 Criterion: 1237;
	Law #173 Criterion: 563;
	Law #174 Criterion: 23;
	Law #176 Criterion: 457;
Person #8
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 809;
	Law #2 Criterion: 1999;
	Law #6 Criterion: 521;
	Law #7 Criterion: 659;
	Law #8 Criterion: 17;
	Law #9 Criterion: 659;
	Law #13 Criterion: 1303;
	Law #20 Criterion: 1493;
	Law #24 Criterion: 281;
	Law #26 Criterion: 193;
	Law #27 Criterion: 509;
	Law #29 Criterion: 229;
	Law #31 Criterion: 743;
	Law #34 Criterion: 281;
	Law #38 Criterion: 1913;
	Law #39 Criterion: 7;
	Law #41 Criterion: 137;
	Law #42 Criterion: 983;
	Law #43 Criterion: 137;
	Law #45 Criterion: 1483;
	Law #49 Criterion: 659;
	Law #50 Criterion: 1579;
	Law #51 Criterion: 349;
	Law #52 Criterion: 1699;
	Law #53 Criterion: 1303;
	Law #55 Criterion: 113;
	Law #56 Criterion: 1123;
	Law #57 Criterion: 809;
	Law #58 Criterion: 1553;
	Law #61 Criterion: 1987;
	Law #66 Criterion: 557;
	Law #67 Criterion: 1289;
	Law #70 Criterion: 1129;
	Law #74 Criterion: 1613;
	Law #76 Criterion: 1223;
	Law #77 Criterion: 773;
	Law #78 Criterion: 163;
	Law #84 Criterion: 463;
	Law #85 Criterion: 331;
	Law #86 Criterion: 599;
	Law #87 Criterion: 1847;
	Law #89 Criterion: 1579;
	Law #90 Criterion: 877;
	Law #91 Criterion: 1303;
	Law #95 Criterion: 1091;
	Law #96 Criterion: 3;
	Law #99 Criterion: 809;
	Law #102 Criterion: 1423;
	Law #106 Criterion: 487;
	Law #109 Criterion: 751;
	Law #112 Criterion: 797;
	Law #113 Criterion: 1949;
	Law #114 Criterion: 1249;
	Law #115 Criterion: 1471;
	Law #116 Criterion: 1741;
	Law #117 Criterion: 1783;
	Law #118 Criterion: 1951;
	Law #119 Criterion: 383;
	Law #124 Criterion: 1327;
	Law #125 Criterion: 683;
	Law #126 Criterion: 1171;
	Law #128 Criterion: 1117;
	Law #130 Criterion: 107;
	Law #131 Criterion: 1433;
	Law #132 Criterion: 349;
	Law #136 Criterion: 233;
	Law #141 Criterion: 919;
	Law #143 Criterion: 271;
	Law #144 Criterion: 1823;
	Law #146 Criterion: 1931;
	Law #147 Criterion: 1381;
	Law #148 Criterion: 1087;
	Law #149 Criterion: 73;
	Law #151 Criterion: 1063;
	Law #152 Criterion: 1613;
	Law #155 Criterion: 1151;
	Law #156 Criterion: 1627;
	Law #157 Criterion: 709;
	Law #158 Criterion: 593;
	Law #160 Criterion: 1321;
	Law #163 Criterion: 751;
	Law #164 Criterion: 907;
	Law #165 Criterion: 947;
	Law #166 Criterion: 827;
	Law #168 Criterion: 79;
	Law #170 Criterion: 587;
	Law #171 Criterion: 541;
	Law #172 Criterion: 1531;
	Law #175 Criterion: 1493;
	Law #176 Criterion: 821;
Person #9
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 1069;
	Law #3 Criterion: 1867;
	Law #4 Criterion: 1013;
	Law #6 Criterion: 1657;
	Law #7 Criterion: 523;
	Law #10 Criterion: 887;
	Law #11 Criterion: 571;
	Law #14 Criterion: 701;
	Law #19 Criterion: 839;
	Law #21 Criterion: 1259;
	Law #22 Criterion: 1399;
	Law #26 Criterion: 1361;
	Law #28 Criterion: 821;
	Law #32 Criterion: 587;
	Law #34 Criterion: 1163;
	Law #37 Criterion: 1289;
	Law #38 Criterion: 557;
	Law #41 Criterion: 149;
	Law #42 Criterion: 307;
	Law #43 Criterion: 379;
	Law #44 Criterion: 127;
	Law #46 Criterion: 1951;
	Law #49 Criterion: 577;
	Law #51 Criterion: 1051;
	Law #52 Criterion: 607;
	Law #54 Criterion: 733;
	Law #55 Criterion: 241;
	Law #57 Criterion: 863;
	Law #60 Criterion: 821;
	Law #61 Criterion: 1201;
	Law #63 Criterion: 881;
	Law #64 Criterion: 1823;
	Law #68 Criterion: 1709;
	Law #69 Criterion: 719;
	Law #71 Criterion: 571;
	Law #74 Criterion: 397;
	Law #75 Criterion: 1153;
	Law #80 Criterion: 1223;
	Law #81 Criterion: 821;
	Law #83 Criterion: 7;
	Law #86 Criterion: 251;
	Law #88 Criterion: 1153;
	Law #91 Criterion: 503;
	Law #95 Criterion: 5;
	Law #97 Criterion: 311;
	Law #98 Criterion: 19;
	Law #100 Criterion: 929;
	Law #101 Criterion: 1277;
	Law #103 Criterion: 1993;
	Law #107 Criterion: 719;
	Law #108 Criterion: 199;
	Law #111 Criterion: 1993;
	Law #113 Criterion: 659;
	Law #114 Criterion: 463;
	Law #115 Criterion: 1153;
	Law #116 Criterion: 1373;
	Law #120 Criterion: 1523;
	Law #121 Criterion: 1861;
	Law #122 Criterion: 1213;
	Law #123 Criterion: 1103;
	Law #125 Criterion: 773;
	Law #131 Criterion: 1583;
	Law #132 Criterion: 317;
	Law #134 Criterion: 157;
	Law #136 Criterion: 811;
	Law #143 Criterion: 1709;
	Law #145 Criterion: 19;
	Law #146 Criterion: 631;
	Law #150 Criterion: 1021;
	Law #151 Criterion: 1451;
	Law #153 Criterion: 647;
	Law #154 Criterion: 1303;
	Law #156 Criterion: 293;
	Law #157 Criterion: 389;
	Law #160 Criterion: 929;
	Law #167 Criterion: 1483;
	Law #169 Criterion: 1697;
	Law #170 Criterion: 887;
	Law #171 Criterion: 1367;
	Law #172 Criterion: 163;
	Law #173 Criterion: 569;
	Law #174 Criterion: 61;
	Law #175 Criterion: 1069;
Person #10
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #2 Criterion: 1499;
	Law #4 Criterion: 1487;
	Law #7 Criterion: 1709;
	Law #8 Criterion: 1163;
	Law #10 Criterion: 821;
	Law #11 Criterion: 1471;
	Law #12 Criterion: 1481;
	Law #16 Criterion: 727;
	Law #18 Criterion: 7;
	Law #21 Criterion: 1259;
	Law #27 Criterion: 937;
	Law #28 Criterion: 787;
	Law #29 Criterion: 1571;
	Law #31 Criterion: 379;
	Law #32 Criterion: 37;
	Law #33 Criterion: 271;
	Law #34 Criterion: 743;
	Law #36 Criterion: 769;
	Law #37 Criterion: 683;
	Law #38 Criterion: 157;
	Law #39 Criterion: 157;
	Law #44 Criterion: 809;
	Law #49 Criterion: 101;
	Law #50 Criterion: 223;
	Law #51 Criterion: 569;
	Law #56 Criterion: 173;
	Law #57 Criterion: 1399;
	Law #65 Criterion: 503;
	Law #66 Criterion: 1061;
	Law #67 Criterion: 191;
	Law #70 Criterion: 197;
	Law #72 Criterion: 467;
	Law #75 Criterion: 1303;
	Law #76 Criterion: 1583;
	Law #80 Criterion: 599;
	Law #85 Criterion: 1451;
	Law #88 Criterion: 1201;
	Law #89 Criterion: 937;
	Law #91 Criterion: 1319;
	Law #92 Criterion: 1381;
	Law #96 Criterion: 1213;
	Law #98 Criterion: 23;
	Law #99 Criterion: 1097;
	Law #101 Criterion: 149;
	Law #102 Criterion: 1607;
	Law #110 Criterion: 1973;
	Law #111 Criterion: 1879;
	Law #112 Criterion: 47;
	Law #113 Criterion: 1931;
	Law #115 Criterion: 73;
	Law #119 Criterion: 1831;
	Law #120 Criterion: 859;
	Law #127 Criterion: 491;
	Law #130 Criterion: 53;
	Law #131 Criterion: 79;
	Law #132 Criterion: 1021;
	Law #134 Criterion: 1231;
	Law #135 Criterion: 619;
	Law #141 Criterion: 101;
	Law #143 Criterion: 1723;
	Law #144 Criterion: 1429;
	Law #145 Criterion: 569;
	Law #146 Criterion: 1511;
	Law #152 Criterion: 617;
	Law #154 Criterion: 1511;
	Law #155 Criterion: 757;
	Law #156 Criterion: 1759;
	Law #157 Criterion: 1579;
	Law #163 Criterion: 563;
	Law #166 Criterion: 1753;
	Law #167 Criterion: 113;
	Law #172 Criterion: 1163;
	Law #174 Criterion: 337;
	Law #176 Criterion: 443;
Person #11
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 739;
	Law #3 Criterion: 1237;
	Law #6 Criterion: 1657;
	Law #7 Criterion: 1549;
	Law #13 Criterion: 983;
	Law #14 Criterion: 191;
	Law #15 Criterion: 1181;
	Law #16 Criterion: 1039;
	Law #18 Criterion: 349;
	Law #20 Criterion: 733;
	Law #24 Criterion: 1879;
	Law #25 Criterion: 1427;
	Law #26 Criterion: 853;
	Law #28 Criterion: 17;
	Law #29 Criterion: 191;
	Law #32 Criterion: 1109;
	Law #33 Criterion: 1873;
	Law #36 Criterion: 241;
	Law #38 Criterion: 823;
	Law #40 Criterion: 811;
	Law #42 Criterion: 353;
	Law #44 Criterion: 131;
	Law #49 Criterion: 1277;
	Law #50 Criterion: 367;
	Law #52 Criterion: 461;
	Law #53 Criterion: 733;
	Law #54 Criterion: 1699;
	Law #56 Criterion: 1579;
	Law #58 Criterion: 227;
	Law #59 Criterion: 251;
	Law #61 Criterion: 223;
	Law #63 Criterion: 1327;
	Law #66 Criterion: 631;
	Law #67 Criterion: 1669;
	Law #68 Criterion: 1489;
	Law #69 Criterion: 193;
	Law #70 Criterion: 643;
	Law #71 Criterion: 1097;
	Law #73 Criterion: 1999;
	Law #75 Criterion: 139;
	Law #77 Criterion: 1423;
	Law #78 Criterion: 317;
	Law #79 Criterion: 1523;
	Law #80 Criterion: 1297;
	Law #81 Criterion: 1619;
	Law #83 Criterion: 1993;
	Law #85 Criterion: 1987;
	Law #87 Criterion: 59;
	Law #88 Criterion: 311;
	Law #92 Criterion: 761;
	Law #97 Criterion: 1013;
	Law #98 Criterion: 977;
	Law #99 Criterion: 47;
	Law #102 Criterion: 1061;
	Law #105 Criterion: 241;
	Law #108 Criterion: 709;
	Law #112 Criterion: 991;
	Law #113 Criterion: 1997;
	Law #115 Criterion: 1423;
	Law #116 Criterion: 389;
	Law #118 Criterion: 823;
	Law #126 Criterion: 1163;
	Law #128 Criterion: 1861;
	Law #129 Criterion: 1901;
	Law #133 Criterion: 683;
	Law #134 Criterion: 701;
	Law #139 Criterion: 1759;
	Law #140 Criterion: 263;
	Law #142 Criterion: 1187;
	Law #143 Criterion: 1571;
	Law #146 Criterion: 107;
	Law #148 Criterion: 1609;
	Law #149 Criterion: 1487;
	Law #154 Criterion: 571;
	Law #155 Criterion: 359;
	Law #158 Criterion: 1601;
	Law #159 Criterion: 1723;
	Law #160 Criterion: 1409;
	Law #161 Criterion: 1637;
	Law #164 Criterion: 577;
	Law #167 Criterion: 1847;
	Law #169 Criterion: 109;
	Law #170 Criterion: 1901;
	Law #174 Criterion: 241;
	Law #176 Criterion: 1913;
Person #12
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 691;
	Law #1 Criterion: 1871;
	Law #2 Criterion: 739;
	Law #6 Criterion: 1637;
	Law #7 Criterion: 1567;
	Law #10 Criterion: 1823;
	Law #11 Criterion: 59;
	Law #12 Criterion: 599;
	Law #14 Criterion: 421;
	Law #15 Criterion: 1499;
	Law #17 Criterion: 1201;
	Law #22 Criterion: 1327;
	Law #24 Criterion: 151;
	Law #25 Criterion: 397;
	Law #27 Criterion: 719;
	Law #30 Criterion: 853;
	Law #35 Criterion: 691;
	Law #36 Criterion: 1361;
	Law #41 Criterion: 1657;
	Law #42 Criterion: 1223;
	Law #43 Criterion: 281;
	Law #44 Criterion: 1321;
	Law #45 Criterion: 1931;
	Law #46 Criterion: 227;
	Law #49 Criterion: 367;
	Law #51 Criterion: 1283;
	Law #52 Criterion: 857;
	Law #53 Criterion: 1301;
	Law #54 Criterion: 1321;
	Law #55 Criterion: 719;
	Law #56 Criterion: 1481;
	Law #57 Criterion: 229;
	Law #58 Criterion: 103;
	Law #60 Criterion: 1723;
	Law #61 Criterion: 13;
	Law #63 Criterion: 773;
	Law #69 Criterion: 577;
	Law #70 Criterion: 277;
	Law #71 Criterion: 281;
	Law #72 Criterion: 941;
	Law #73 Criterion: 991;
	Law #74 Criterion: 1187;
	Law #76 Criterion: 277;
	Law #77 Criterion: 1069;
	Law #85 Criterion: 1381;
	Law #89 Criterion: 17;
	Law #90 Criterion: 1327;
	Law #95 Criterion: 409;
	Law #96 Criterion: 1193;
	Law #97 Criterion: 127;
	Law #98 Criterion: 1093;
	Law #100 Criterion: 1181;
	Law #103 Criterion: 1699;
	Law #104 Criterion: 229;
	Law #105 Criterion: 1499;
	Law #107 Criterion: 1721;
	Law #108 Criterion: 709;
	Law #110 Criterion: 151;
	Law #112 Criterion: 1889;
	Law #113 Criterion: 563;
	Law #115 Criterion: 643;
	Law #116 Criterion: 139;
	Law #117 Criterion: 1327;
	Law #119 Criterion: 733;
	Law #120 Criterion: 1873;
	Law #123 Criterion: 613;
	Law #127 Criterion: 383;
	Law #131 Criterion: 1637;
	Law #132 Criterion: 67;
	Law #134 Criterion: 1129;
	Law #137 Criterion: 1361;
	Law #140 Criterion: 71;
	Law #141 Criterion: 733;
	Law #142 Criterion: 1693;
	Law #144 Criterion: 103;
	Law #155 Criterion: 821;
	Law #158 Criterion: 1201;
	Law #159 Criterion: 1559;
	Law #160 Criterion: 317;
	Law #163 Criterion: 787;
	Law #164 Criterion: 89;
	Law #169 Criterion: 1367;
	Law #170 Criterion: 457;
	Law #172 Criterion: 1091;
	Law #175 Criterion: 1481;
Person #13
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #4 Criterion: 1787;
	Law #5 Criterion: 1013;
	Law #6 Criterion: 257;
	Law #12 Criterion: 439;
	Law #16 Criterion: 1451;
	Law #17 Criterion: 1031;
	Law #19 Criterion: 1129;
	Law #26 Criterion: 1301;
	Law #27 Criterion: 1979;
	Law #30 Criterion: 823;
	Law #32 Criterion: 1693;
	Law #33 Criterion: 683;
	Law #36 Criterion: 1637;
	Law #37 Criterion: 1789;
	Law #38 Criterion: 71;
	Law #39 Criterion: 991;
	Law #40 Criterion: 1429;
	Law #41 Criterion: 1481;
	Law #42 Criterion: 983;
	Law #43 Criterion: 587;
	Law #44 Criterion: 53;
	Law #45 Criterion: 19;
	Law #49 Criterion: 839;
	Law #50 Criterion: 1319;
	Law #51 Criterion: 83;
	Law #52 Criterion: 941;
	Law #53 Criterion: 233;
	Law #54 Criterion: 1483;
	Law #59 Criterion: 263;
	Law #60 Criterion: 541;
	Law #65 Criterion: 353;
	Law #66 Criterion: 373;
	Law #68 Criterion: 1543;
	Law #70 Criterion: 911;
	Law #73 Criterion: 359;
	Law #74 Criterion: 1879;
	Law #76 Criterion: 811;
	Law #77 Criterion: 1181;
	Law #79 Criterion: 401;
	Law #81 Criterion: 419;
	Law #83 Criterion: 953;
	Law #84 Criterion: 11;
	Law #86 Criterion: 311;
	Law #87 Criterion: 337;
	Law #89 Criterion: 173;
	Law #90 Criterion: 227;
	Law #91 Criterion: 373;
	Law #92 Criterion: 1861;
	Law #93 Criterion: 1091;
	Law #94 Criterion: 1213;
	Law #95 Criterion: 11;
	Law #96 Criterion: 461;
	Law #99 Criterion: 677;
	Law #103 Criterion: 397;
	Law #108 Criterion: 1481;
	Law #109 Criterion: 463;
	Law #110 Criterion: 1733;
	Law #111 Criterion: 1999;
	Law #114 Criterion: 1483;
	Law #117 Criterion: 53;
	Law #119 Criterion: 751;
	Law #121 Criterion: 1733;
	Law #122 Criterion: 1531;
	Law #124 Criterion: 179;
	Law #126 Criterion: 389;
	Law #127 Criterion: 347;
	Law #133 Criterion: 1723;
	Law #135 Criterion: 1459;
	Law #138 Criterion: 89;
	Law #140 Criterion: 1087;
	Law #142 Criterion: 5;
	Law #143 Criterion: 359;
	Law #144 Criterion: 659;
	Law #145 Criterion: 1093;
	Law #148 Criterion: 359;
	Law #150 Criterion: 521;
	Law #151 Criterion: 811;
	Law #154 Criterion: 1627;
	Law #157 Criterion: 1423;
	Law #158 Criterion: 1489;
	Law #159 Criterion: 1871;
	Law #162 Criterion: 863;
	Law #164 Criterion: 461;
	Law #166 Criterion: 1777;
	Law #167 Criterion: 1997;
	Law #169 Criterion: 743;
	Law #170 Criterion: 1471;
	Law #172 Criterion: 43;
	Law #173 Criterion: 1301;
	Law #175 Criterion: 1193;
	Law #176 Criterion: 653;
Person #14
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 857;
	Law #1 Criterion: 1709;
	Law #2 Criterion: 163;
	Law #4 Criterion: 859;
	Law #5 Criterion: 1039;
	Law #10 Criterion: 1709;
	Law #14 Criterion: 787;
	Law #17 Criterion: 1889;
	Law #21 Criterion: 1487;
	Law #24 Criterion: 137;
	Law #25 Criterion: 1091;
	Law #26 Criterion: 41;
	Law #28 Criterion: 1949;
	Law #30 Criterion: 17;
	Law #32 Criterion: 1721;
	Law #33 Criterion: 1091;
	Law #36 Criterion: 1511;
	Law #38 Criterion: 467;
	Law #42 Criterion: 1597;
	Law #43 Criterion: 1277;
	Law #45 Criterion: 991;
	Law #46 Criterion: 283;
	Law #50 Criterion: 907;
	Law #51 Criterion: 1789;
	Law #52 Criterion: 811;
	Law #54 Criterion: 1319;
	Law #61 Criterion: 1289;
	Law #63 Criterion: 1447;
	Law #64 Criterion: 499;
	Law #65 Criterion: 523;
	Law #66 Criterion: 1459;
	Law #67 Criterion: 1669;
	Law #68 Criterion: 1009;
	Law #69 Criterion: 1433;
	Law #75 Criterion: 1109;
	Law #77 Criterion: 1531;
	Law #78 Criterion: 241;
	Law #80 Criterion: 677;
	Law #87 Criterion: 1303;
	Law #88 Criterion: 1531;
	Law #90 Criterion: 1237;
	Law #91 Criterion: 1217;
	Law #92 Criterion: 1733;
	Law #93 Criterion: 367;
	Law #97 Criterion: 41;
	Law #98 Criterion: 251;
	Law #108 Criterion: 1087;
	Law #114 Criterion: 353;
	Law #115 Criterion: 1979;
	Law #116 Criterion: 1861;
	Law #117 Criterion: 853;
	Law #119 Criterion: 1229;
	Law #121 Criterion: 1289;
	Law #123 Criterion: 11;
	Law #124 Criterion: 43;
	Law #128 Criterion: 131;
	Law #132 Criterion: 47;
	Law #133 Criterion: 1913;
	Law #137 Criterion: 1163;
	Law #138 Criterion: 353;
	Law #140 Criterion: 1229;
	Law #142 Criterion: 1217;
	Law #145 Criterion: 43;
	Law #146 Criterion: 883;
	Law #147 Criterion: 1907;
	Law #149 Criterion: 251;
	Law #150 Criterion: 101;
	Law #151 Criterion: 181;
	Law #152 Criterion: 557;
	Law #153 Criterion: 379;
	Law #155 Criterion: 1279;
	Law #156 Criterion: 971;
	Law #160 Criterion: 401;
	Law #163 Criterion: 457;
	Law #164 Criterion: 107;
	Law #165 Criterion: 593;
	Law #166 Criterion: 1669;
	Law #168 Criterion: 103;
	Law #170 Criterion: 601;
	Law #171 Criterion: 1523;
	Law #174 Criterion: 577;
	Law #176 Criterion: 1499;
Person #15
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #2 Criterion: 467;
	Law #6 Criterion: 1801;
	Law #8 Criterion: 911;
	Law #9 Criterion: 839;
	Law #14 Criterion: 1301;
	Law #15 Criterion: 367;
	Law #17 Criterion: 353;
	Law #19 Criterion: 829;
	Law #20 Criterion: 443;
	Law #21 Criterion: 967;
	Law #23 Criterion: 1307;
	Law #26 Criterion: 149;
	Law #27 Criterion: 863;
	Law #28 Criterion: 1601;
	Law #29 Criterion: 277;
	Law #31 Criterion: 1867;
	Law #33 Criterion: 137;
	Law #36 Criterion: 1217;
	Law #37 Criterion: 863;
	Law #46 Criterion: 751;
	Law #48 Criterion: 547;
	Law #50 Criterion: 1039;
	Law #51 Criterion: 409;
	Law #52 Criterion: 881;
	Law #53 Criterion: 809;
	Law #54 Criterion: 1051;
	Law #57 Criterion: 769;
	Law #60 Criterion: 751;
	Law #61 Criterion: 283;
	Law #63 Criterion: 1223;
	Law #66 Criterion: 1801;
	Law #67 Criterion: 1877;
	Law #69 Criterion: 601;
	Law #70 Criterion: 733;
	Law #72 Criterion: 181;
	Law #73 Criterion: 1471;
	Law #75 Criterion: 1361;
	Law #78 Criterion: 857;
	Law #80 Criterion: 1553;
	Law #81 Criterion: 1237;
	Law #83 Criterion: 1597;
	Law #84 Criterion: 103;
	Law #86 Criterion: 521;
	Law #88 Criterion: 653;
	Law #89 Criterion: 263;
	Law #90 Criterion: 641;
	Law #91 Criterion: 181;
	Law #93 Criterion: 727;
	Law #96 Criterion: 821;
	Law #97 Criterion: 499;
	Law #98 Criterion: 857;
	Law #99 Criterion: 241;
	Law #100 Criterion: 1669;
	Law #101 Criterion: 827;
	Law #102 Criterion: 191;
	Law #103 Criterion: 347;
	Law #104 Criterion: 727;
	Law #106 Criterion: 1987;
	Law #109 Criterion: 149;
	Law #110 Criterion: 673;
	Law #111 Criterion: 1987;
	Law #114 Criterion: 181;
	Law #116 Criterion: 257;
	Law #119 Criterion: 1523;
	Law #122 Criterion: 787;
	Law #124 Criterion: 1931;
	Law #125 Criterion: 163;
	Law #129 Criterion: 1123;
	Law #130 Criterion: 283;
	Law #131 Criterion: 1123;
	Law #132 Criterion: 157;
	Law #134 Criterion: 193;
	Law #140 Criterion: 1663;
	Law #142 Criterion: 653;
	Law #143 Criterion: 593;
	Law #146 Criterion: 1499;
	Law #151 Criterion: 677;
	Law #152 Criterion: 1009;
	Law #153 Criterion: 1447;
	Law #160 Criterion: 271;
	Law #163 Criterion: 1847;
	Law #165 Criterion: 1451;
	Law #166 Criterion: 1787;
	Law #169 Criterion: 1663;
	Law #171 Criterion: 1619;
	Law #172 Criterion: 1459;
	Law #174 Criterion: 227;
	Law #176 Criterion: 3;
Person #16
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #1 Criterion: 1733;
	Law #7 Criterion: 947;
	Law #9 Criterion: 17;
	Law #10 Criterion: 1753;
	Law #16 Criterion: 977;
	Law #18 Criterion: 1291;
	Law #19 Criterion: 1637;
	Law #22 Criterion: 1291;
	Law #25 Criterion: 241;
	Law #26 Criterion: 1061;
	Law #29 Criterion: 929;
	Law #30 Criterion: 103;
	Law #31 Criterion: 1499;
	Law #33 Criterion: 409;
	Law #34 Criterion: 1597;
	Law #35 Criterion: 839;
	Law #36 Criterion: 947;
	Law #40 Criterion: 859;
	Law #43 Criterion: 983;
	Law #44 Criterion: 1153;
	Law #46 Criterion: 827;
	Law #47 Criterion: 757;
	Law #48 Criterion: 127;
	Law #50 Criterion: 1601;
	Law #52 Criterion: 1753;
	Law #54 Criterion: 1019;
	Law #55 Criterion: 1861;
	Law #56 Criterion: 307;
	Law #61 Criterion: 1033;
	Law #62 Criterion: 359;
	Law #63 Criterion: 727;
	Law #64 Criterion: 709;
	Law #65 Criterion: 349;
	Law #67 Criterion: 271;
	Law #70 Criterion: 1571;
	Law #72 Criterion: 1483;
	Law #73 Criterion: 859;
	Law #74 Criterion: 1669;
	Law #76 Criterion: 1949;
	Law #80 Criterion: 251;
	Law #82 Criterion: 1873;
	Law #84 Criterion: 491;
	Law #89 Criterion: 1699;
	Law #92 Criterion: 709;
	Law #94 Criterion: 1747;
	Law #95 Criterion: 1307;
	Law #99 Criterion: 307;
	Law #104 Criterion: 1879;
	Law #106 Criterion: 1361;
	Law #108 Criterion: 857;
	Law #109 Criterion: 1297;
	Law #112 Criterion: 431;
	Law #113 Criterion: 1109;
	Law #116 Criterion: 1789;
	Law #119 Criterion: 863;
	Law #120 Criterion: 1867;
	Law #121 Criterion: 523;
	Law #122 Criterion: 101;
	Law #123 Criterion: 1217;
	Law #126 Criterion: 557;
	Law #127 Criterion: 11;
	Law #131 Criterion: 43;
	Law #132 Criterion: 211;
	Law #137 Criterion: 1013;
	Law #138 Criterion: 1217;
	Law #140 Criterion: 173;
	Law #142 Criterion: 503;
	Law #143 Criterion: 491;
	Law #145 Criterion: 1933;
	Law #147 Criterion: 997;
	Law #148 Criterion: 59;
	Law #149 Criterion: 883;
	Law #150 Criterion: 149;
	Law #151 Criterion: 1423;
	Law #152 Criterion: 1361;
	Law #155 Criterion: 1009;
	Law #156 Criterion: 181;
	Law #157 Criterion: 1801;
	Law #158 Criterion: 1439;
	Law #159 Criterion: 389;
	Law #160 Criterion: 53;
	Law #164 Criterion: 607;
	Law #165 Criterion: 719;
	Law #169 Criterion: 59;
	Law #172 Criterion: 1193;
	Law #173 Criterion: 421;
Person #17
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #5 Criterion: 293;
	Law #11 Criterion: 401;
